[0, 8, 8, 8, 8, 8]
[8, 8, 8, 8, 8, 8]
[6, 6, 6, 6, 6, 6]
[6, 6, 6, 6, 6, 6]
[7, 7, 7, 7, 7, 7]
[6, 6, 6, 6, 6, 6]
[7, 7, 7, 7, 7, 7]
[0, 7, 7, 7, 7, 7]
[6, 6, 6, 6, 6, 6]
[6, 6, 6, 6, 6, 6]
[0, 9, 9, 9, 9, 9]
[9, 9, 9, 9, 9, 9]
[7, 7, 7, 7, 7, 7]
[7, 7, 7, 7, 7, 7]
[9, 9, 9, 9, 9, 9]
[8, 8, 8, 8, 8, 8]
[8, 8, 8, 8, 8, 8]
[0, 9, 9, 9, 9, 9]
[8, 8, 8, 8, 8, 8]
[7, 7, 7, 7, 7, 7]
[0, 9, 9, 9, 9, 9]
[9, 9, 9, 9, 9, 9]
[8, 8, 8, 8, 8, 8]
[8, 8, 8, 8, 8, 8]
[9, 9, 9, 9, 9, 9]
[8, 8, 8, 8, 8, 8]
[8, 8, 8, 8, 8, 8]
[0, 9, 9, 9, 9, 9]
[8, 8, 8, 8, 8, 8]
[7, 7, 7, 7, 7, 7]
[0, 8, 8, 8, 8, 8]
[7, 7, 7, 7, 7, 7]
[6, 6, 6, 6, 6, 6]
[6, 6, 6, 6, 6, 6]
[7, 7, 7, 7, 7, 7]
[6, 6, 6, 6, 6, 6]
[7, 7, 7, 7, 7, 7]
[0, 7, 7, 7, 7, 7]
[6, 6, 6, 6, 6, 6]
[5, 5, 5, 5, 5, 5]
[0, 9, 9, 9, 9, 9]
[9, 9, 9, 9, 9, 9]
[7, 7, 7, 7, 7, 7]
[7, 7, 7, 7, 7, 7]
[8, 8, 8, 8, 8, 8]
[7, 7, 7, 7, 7, 7]
[8, 8, 8, 8, 8, 8]
[0, 8, 8, 8, 8, 8]
[8, 8, 8, 8, 8, 8]
[7, 7, 7, 7, 7, 7]
[0, 9, 9, 9, 9, 9]
[9, 9, 9, 9, 9, 9]
[7, 7, 7, 7, 7, 7]
[7, 7, 7, 7, 7, 7]
[8, 8, 8, 8, 8, 8]
[7, 7, 7, 7, 7, 7]
[8, 8, 8, 8, 8, 8]
[7, 7, 7, 7, 7, 7]
[8, 8, 8, 8, 8, 8]
[7, 7, 7, 7, 7, 7]
