Expected total cost (Cn_1): 
	-20	-19	-18	-17	-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	
30	96.09952801375215	95.09952801375215	94.09952801375215	93.09952801375215	92.09952801375215	91.09952801375215	90.09952801375212	89.09952801375212	88.09952801375212	87.09952801375212	86.09952801375212	85.09952801375212	84.09952801375212	83.09952801375212	82.09952801375215	81.09913334764697	79.3565798503379	77.63965358033442	75.96016916586338	74.33420807241829	72.77498941278513	71.19948423636615	69.63821735246653	68.12088631037834	66.53916485689878	64.95368041875167	63.304216621274065	61.60326416275649	59.8114410643989	57.932830753867464	55.95011240714187	53.873999533813034	51.71740708964379	49.51494631064905	47.305508023322396	45.13372012997855	43.04545205569165	41.083079758364505	39.28282282850051	37.673214778878425	36.27461137163712	35.09952801375214	34.15349227688992	33.43606792441095	32.94179702868381	32.660972240388325	32.58029302849213	32.68351610592254	32.95218542936479	33.366461209365596	33.906004829849586	
29	96.66962325479108	95.66962325479108	94.66962325479105	93.66962325479105	92.66962325479105	91.66962325479105	90.66962325479102	89.66962325479102	88.66962325479102	87.66962325479102	86.66962325479102	85.66962325479102	84.66962325479102	83.66962325479103	82.66962325479105	81.66962325479103	80.59913334764697	78.8565798503379	77.13965358033442	75.46016916586338	73.83420807241829	72.27498941278513	70.69948423636615	69.13821735246653	67.62088631037834	66.03916485689878	64.45368041875167	62.804216621274065	61.10326416275649	59.3114410643989	57.432830753867464	55.45011240714187	53.37473827365682	51.223724346692244	49.02679383341796	46.82260490965083	44.65528524428757	42.56995195877783	40.609529207606585	38.812070733419034	37.20879541309741	35.82297424444935	34.66962325479103	33.755799041068975	33.0812572550248	32.63931073388287	32.417818929891986	32.40028912278464	32.567067346163576	32.89656732944024	33.3664612093656	
28	97.30419961493892	96.30419961493891	95.30419961493892	94.3041996149389	93.3041996149389	92.3041996149389	91.3041996149389	90.30419961493891	89.30419961493891	88.30419961493892	87.30419961493891	86.30419961493892	85.30419961493892	84.30419961493892	83.30419961493894	82.30419961493894	81.30419961493894	80.09913334764697	78.3565798503379	76.63965358033442	74.96016916586338	73.33420807241829	71.77498941278513	70.19948423636615	68.63821735246653	67.12088631037834	65.53916485689878	63.953680418751674	62.304216621274065	60.60326416275649	58.8114410643989	56.932830753867464	54.95702223992874	52.88956017184806	50.74828765367908	48.56098863596438	46.364393994138936	44.20132743692558	42.1178839544395	40.15987136869818	38.36915471053293	36.78062729298606	35.4202456668347	34.30419961493893	33.43903708825721	32.82248924944881	32.444760512223716	32.29008999907747	32.33842475698517	32.56706734616359	32.95218542936479	
27	98.03509279829036	97.03509279829036	96.03509279829034	95.03509279829038	94.03509279829038	93.03509279829038	92.03509279829038	91.03509279829038	90.03509279829036	89.03509279829036	88.03509279829038	87.03509279829038	86.03509279829036	85.03509279829036	84.03509279829036	83.03509279829035	82.03509279829036	81.03509279829035	79.59913334764697	77.8565798503379	76.13965358033442	74.46016916586338	72.83420807241829	71.27498941278513	69.69948423636615	68.13821735246653	66.62088631037834	65.03916485689878	63.453680418751674	61.804216621274065	60.10373855159123	58.32299926052271	56.451407564211344	54.48743527499259	52.436363967460736	50.311194465959076	48.13562769954593	45.94447524941517	43.78238519432429	41.69994045284087	39.74830118753037	37.97392768705508	36.41451749864457	35.09665063973767	34.03509279829023	33.23341569955175	32.68550114540957	32.377524096218906	32.29008999907748	32.40028912278465	32.68351610592251	
26	98.88497352710604	97.88497352710603	96.88497352710603	95.884973527106	94.88497352710598	93.884973527106	92.884973527106	91.884973527106	90.884973527106	89.884973527106	88.884973527106	87.884973527106	86.884973527106	85.88497352710598	84.88497352710598	83.884973527106	82.884973527106	81.884973527106	80.8636118448245	79.09913334764697	77.3565798503379	75.63965358033442	73.96016916586338	72.33420807241829	70.77498941278513	69.19948423636615	67.63821735246653	66.12088631037834	64.53916485689878	62.96482270487041	61.33675974416988	59.636909917251344	57.861645046710805	56.00769030456024	54.06938504113229	52.04285258744474	49.93418502120349	47.764676475604276	45.572373106273425	43.40860035825563	41.33119146033578	39.39690025296134	37.654982200926156	36.14299225053368	34.88497352710601	33.89165030917241	33.16198994199139	32.68550114540957	32.444760512223745	32.417818929892	32.58029302849214	
25	99.81111670487962	98.81111670487962	97.81111670487964	96.81111670487964	95.81111670487961	94.81111670487961	93.81111670487961	92.81111670487961	91.81111670487961	90.81111670487961	89.81111670487961	88.81111670487961	87.81111670487961	86.81111670487961	85.81111670487961	84.81111670487961	83.81111670487964	82.81111670487964	81.81111670487964	80.3636118448245	78.59913334764697	76.8565798503379	75.13965358033442	73.46016916586338	71.83420807241829	70.27498941278513	68.69948423636615	67.13821735246653	65.6325448599315	64.11943478834439	62.54414678458643	60.90328859631047	59.206987771385016	57.45674372728382	55.639729951464474	53.735559950528504	51.730246411010754	49.627310136543095	47.453244935879376	45.25539665317043	43.0944174398003	41.034686459798074	39.13557432682612	37.445238312010616	35.99745220190309	34.811116704879744	33.89165030917238	33.233415699551756	32.82248924944879	32.639310733882866	32.66097224038837	
24	100.88497352710604	99.88497352710604	98.88497352710604	97.88497352710601	96.88497352710598	95.88497352710598	94.88497352710598	93.88497352710598	92.88497352710601	91.88497352710601	90.88497352710604	89.88497352710604	88.88497352710604	87.88497352710604	86.88497352710603	85.88497352710604	84.88497352710603	83.88497352710601	82.88497352710601	81.65627913905901	79.8636118448245	78.09913334764697	76.3565798503379	74.63965358033442	72.96016916586338	71.33420807241829	69.77498941278513	68.19948423636615	66.76150314973961	65.29982752693395	63.76143497523398	62.15798002353803	60.518172344578176	58.85471612434438	57.15309310149161	55.37956412495586	53.50049478369002	51.49954747307233	49.38772442777884	47.203543239049516	45.00567553677423	42.86210427327415	40.839479929371606	38.99500969101156	37.37180262836356	35.99745220190308	34.88497352710596	34.035092798290236	33.43903708825722	33.081257255024816	32.941797028683816	
23	102.09665063973762	101.09665063973762	100.09665063973762	99.09665063973762	98.09665063973759	97.09665063973759	96.09665063973762	95.09665063973759	94.09665063973762	93.09665063973762	92.09665063973762	91.09665063973762	90.09665063973762	89.09665063973762	88.09665063973762	87.09665063973762	86.09665063973763	85.09665063973762	84.09665063973762	82.99568741849717	81.15627913905901	79.3636118448245	77.59913334764697	75.8565798503379	74.13965358033442	72.46016916586338	70.83420807241829	69.3183708899337	67.94282926690826	66.52911353617536	65.01942985990013	63.437187110306986	61.83122183920974	60.230565993741486	58.62550449511796	56.97476429775574	55.22869247792429	53.351769886256506	51.3373244965542	49.210797487581026	47.023699139838314	44.84256862319381	42.737196410924255	40.77101150972483	38.99500969101159	37.4452383120106	36.14299225053364	35.09665063973767	34.30419961493889	33.75579904106898	33.43606792441098	
22	103.41451749864456	102.41451749864456	101.41451749864456	100.41451749864456	99.41451749864457	98.41451749864459	97.4145174986446	96.4145174986446	95.4145174986446	94.4145174986446	93.4145174986446	92.41451749864461	91.4145174986446	90.41451749864461	89.4145174986446	88.4145174986446	87.4145174986446	86.4145174986446	85.41451749864463	84.41451749864463	82.49568741849717	80.65627913905901	78.8636118448245	77.09913334764697	75.3565798503379	73.63965358033442	71.96016916586338	70.49427854101684	69.17927332885995	67.81720846399503	66.33822001581335	64.77048171617706	63.18037924986782	61.61604958873898	60.079186860974744	58.52880820780078	56.905779163760144	55.15900471338574	53.26429018260631	51.23115431926464	49.09917709114488	46.92799787734141	44.785457924888306	42.737196410924234	40.83947992937159	39.135574326826124	37.65498220092616	36.414517498644564	35.4202456668347	34.66962325479101	34.15349227688993	
21	104.78062729298603	103.78062729298603	102.78062729298603	101.78062729298603	100.78062729298603	99.78062729298604	98.78062729298604	97.78062729298604	96.78062729298605	95.78062729298605	94.78062729298605	93.78062729298605	92.78062729298605	91.78062729298605	90.78062729298605	89.78062729298605	88.78062729298605	87.78062729298605	86.78062729298605	85.78062729298608	83.9147153290575	81.99568741849717	80.15627913905901	78.3636118448245	76.59913334764697	74.8565798503379	73.13965358033442	71.71526703750966	70.46064557485568	69.15953470617474	67.72336173063549	66.17509539808417	64.59169185592727	63.039895590463104	61.53832793463802	60.05498136765077	58.52988928525823	56.90265773208176	55.13435894102672	53.21786891431895	51.17737591676121	49.0605940108673	46.92799787734145	44.84256862319381	42.862104273274184	41.03468645979804	39.39690025296138	37.9739276870551	36.78062729298605	35.82297424444932	35.09952801375213	
