[-30, -30]	5143.031272848252	100.0998253	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -29]	5143.031272848252	76.016746	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -28]	5143.031272848252	48.00401135	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -27]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -26]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -25]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -24]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -23]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -22]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -21]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -20]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -19]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -18]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -17]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -16]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -15]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -14]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -13]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -12]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -11]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -10]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -9]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -8]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -7]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -6]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -5]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -4]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -3]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -2]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, -1]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 0]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 1]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 2]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 3]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 4]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 5]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 6]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 7]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 8]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 9]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 10]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 11]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 12]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 13]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 14]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 15]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 16]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 17]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 18]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 19]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 20]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 21]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 22]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 23]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 24]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 25]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 26]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 27]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 28]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 29]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-30, 30]	5143.031272848252	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-29, -30]	2201.7937849754817	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-29, -29]	1365.6195230885041	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-29, -28]	1039.9935128412017	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-29, -27]	886.8852751924402	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-29, -26]	806.2299256945981	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
[-29, -25]	761.0264489735888	0.0	0.0	0.0	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	[0, 0, 0]	
