[-30, -30]	124.13636113053326	95.31903312573446	72.74666300163604	47.76249583405594	[0, 40, 40]	[0, 40, 40]	[0, 40, 40]	[0, 38, 38]	
[-30, -29]	122.63671124648955	95.31903312573446	70.9695550658356	47.76249583405594	[0, 40, 40]	[0, 40, 39]	[0, 40, 40]	[0, 38, 37]	
[-30, -28]	121.37321302602521	95.31903312573446	69.44150010948537	47.76249583405594	[0, 40, 40]	[0, 40, 38]	[0, 40, 40]	[0, 38, 36]	
[-30, -27]	120.23945373891738	95.31903312573446	68.22146380163588	47.76249583405594	[0, 40, 40]	[0, 40, 37]	[0, 40, 40]	[0, 38, 35]	
[-30, -26]	119.18199714189818	95.31903312573446	67.35489691821044	47.76249583405594	[0, 40, 40]	[0, 40, 36]	[0, 40, 40]	[0, 38, 34]	
[-30, -25]	118.19978321563444	95.31903312573448	66.86537679398327	47.76249583405595	[0, 40, 40]	[0, 40, 35]	[0, 40, 40]	[0, 38, 33]	
[-30, -24]	117.32977098534276	95.31903312573448	66.7521214152051	47.76249583405595	[0, 40, 40]	[0, 40, 34]	[0, 40, 40]	[0, 38, 32]	
[-30, -23]	116.62668807483305	95.31903312573448	66.7521214152051	47.76249583405595	[0, 40, 40]	[0, 40, 33]	[0, 40, 39]	[0, 38, 31]	
[-30, -22]	116.14375173236618	95.31903312573448	66.75212141520508	47.76249583405595	[0, 40, 40]	[0, 40, 32]	[0, 40, 38]	[0, 38, 30]	
[-30, -21]	115.91852925846615	95.31903312573448	66.7521214152051	47.76249583405595	[0, 40, 40]	[0, 40, 31]	[0, 40, 37]	[0, 38, 29]	
[-30, -20]	115.91852925846615	94.87949447570983	66.7521214152051	47.76249583405595	[0, 40, 39]	[0, 40, 40]	[0, 40, 36]	[0, 38, 28]	
[-30, -19]	115.91852925846614	94.0861411928255	66.75212141520508	47.76249583405595	[0, 40, 38]	[0, 40, 40]	[0, 40, 35]	[0, 38, 27]	
[-30, -18]	115.91852925846615	93.35546490076898	66.7521214152051	47.76249583405595	[0, 40, 37]	[0, 40, 40]	[0, 40, 34]	[0, 38, 26]	
[-30, -17]	115.91852925846614	92.76351433130128	66.7521214152051	47.76249583405595	[0, 40, 36]	[0, 40, 40]	[0, 40, 33]	[0, 38, 25]	
[-30, -16]	115.91852925846615	92.37207168261517	66.7521214152051	47.76249583405594	[0, 40, 35]	[0, 40, 40]	[0, 40, 32]	[0, 38, 24]	
[-30, -15]	115.91852925846617	92.22665156803637	66.7521214152051	47.76249583405594	[0, 40, 34]	[0, 40, 40]	[0, 40, 31]	[0, 38, 23]	
[-30, -14]	115.91852925846617	92.22665156803639	66.7521214152051	47.76249583405594	[0, 40, 33]	[0, 40, 39]	[0, 40, 30]	[0, 38, 22]	
[-30, -13]	115.91852925846617	92.22665156803639	66.7521214152051	47.76249583405594	[0, 40, 32]	[0, 40, 38]	[0, 40, 29]	[0, 38, 21]	
[-30, -12]	115.91852925846615	92.22665156803639	66.7521214152051	47.76249583405594	[0, 40, 31]	[0, 40, 37]	[0, 40, 28]	[0, 38, 20]	
[-30, -11]	115.91852925846614	92.22665156803639	66.7521214152051	47.76249583405594	[0, 40, 30]	[0, 40, 36]	[0, 40, 27]	[0, 38, 19]	
[-30, -10]	115.91852925846614	92.22665156803639	66.7521214152051	47.76249583405594	[0, 40, 29]	[0, 40, 35]	[0, 40, 26]	[0, 38, 18]	
[-30, -9]	115.91852925846614	92.22665156803639	66.7521214152051	47.76249583405594	[0, 40, 28]	[0, 40, 34]	[0, 40, 25]	[0, 38, 17]	
[-30, -8]	115.91852925846614	92.22665156803639	66.7521214152051	47.76249583405594	[0, 40, 27]	[0, 40, 33]	[0, 40, 24]	[0, 38, 16]	
[-30, -7]	115.91852925846614	92.22665156803639	66.7521214152051	47.76249583405594	[0, 40, 26]	[0, 40, 32]	[0, 40, 23]	[0, 38, 15]	
[-30, -6]	115.91852925846614	92.22665156803639	66.7521214152051	47.76249583405594	[0, 40, 25]	[0, 40, 31]	[0, 40, 22]	[0, 38, 14]	
[-30, -5]	115.91852925846614	92.22665156803639	66.7521214152051	47.76249583405594	[0, 40, 24]	[0, 40, 30]	[0, 40, 21]	[0, 38, 13]	
[-30, -4]	115.91852925846614	92.22665156803639	66.7521214152051	47.76249583405594	[0, 40, 23]	[0, 40, 29]	[0, 40, 20]	[0, 38, 12]	
